City_ID,City,Country,Date,Lat,Lng,Max Temp,Humidity,Cloudiness,Wind Speed
295,Souillac,MU,2021-01-19 02:14:32,-20.5167,57.5167,78.8,94,75,6.91
296,Pevek,RU,2021-01-19 02:14:32,69.7008,170.3133,-28.39,86,100,6.26
297,Olinda,BR,2021-01-19 02:14:32,-8.0089,-34.8553,77.0,78,75,16.11
298,Yarim,YE,2021-01-19 02:14:32,14.298,44.3779,43.16,53,0,4.61
299,Kedrovyy,RU,2021-01-19 02:14:32,56.1667,91.8167,10.4,72,40,8.95
300,Mitsamiouli,KM,2021-01-19 02:14:32,-11.3847,43.2844,81.61,79,91,11.41
301,Sungaipenuh,ID,2021-01-19 02:14:32,-2.0833,101.3833,72.93,68,82,0.94
302,Dingle,PH,2021-01-19 02:14:32,10.9995,122.6711,76.15,90,100,11.86
303,Tulum,MX,2021-01-19 02:14:32,20.2167,-87.4667,73.0,83,40,5.75
304,Masindi,UG,2021-01-19 02:14:33,1.6744,31.715,72.9,52,100,2.46
305,Udachnyy,RU,2021-01-19 02:14:33,66.4167,112.4,-55.44,59,56,4.05
306,Okhotsk,RU,2021-01-19 02:14:33,59.3833,143.3,-6.41,88,100,13.94
307,Camapua,BR,2021-01-19 02:14:33,-19.5314,-54.0439,72.14,93,100,1.9
308,Padang,ID,2021-01-19 02:14:33,-0.9492,100.3543,80.6,74,40,2.3
309,Bolitoc,PH,2021-01-19 02:14:33,15.7395,119.8769,84.07,56,48,6.96
310,Aguimes,ES,2021-01-19 02:14:33,27.9054,-15.4461,60.01,77,20,9.22
311,Kaitangata,NZ,2021-01-19 02:14:33,-46.2817,169.8464,60.06,50,100,10.42
312,Iwanai,JP,2021-01-19 02:13:33,42.9744,140.5089,19.49,92,100,21.83
313,Tura,IN,2021-01-19 02:13:04,25.5198,90.2201,61.39,61,2,4.74
314,Compostela,PH,2021-01-19 02:14:34,7.6731,126.0889,83.77,68,88,1.99
315,Myitkyina,MM,2021-01-19 02:14:34,25.3833,97.4,64.35,59,57,1.92
316,Puqi,CN,2021-01-19 02:14:34,29.7167,113.8833,50.18,46,0,3.15
317,Grand-Lahou,CI,2021-01-19 02:14:34,5.1367,-5.0242,78.64,85,0,6.62
318,Komsomolskiy,UZ,2021-01-19 02:14:34,40.4272,71.7189,37.4,70,100,6.91
319,General Roca,AR,2021-01-19 02:14:34,-39.0333,-67.5833,73.4,31,0,2.3
320,Usevya,TZ,2021-01-19 02:14:34,-7.1,31.2333,65.7,89,96,1.07
321,Cardston,CA,2021-01-19 02:14:34,49.2,-113.3019,30.2,74,0,8.05
322,Mountain Home,US,2021-01-19 02:14:34,43.133,-115.6912,35.6,75,1,11.5
323,Rosetta,EG,2021-01-19 02:14:35,31.4044,30.4164,55.4,71,40,16.11
324,Kushiro,JP,2021-01-19 02:14:35,42.975,144.3747,21.2,68,75,6.91
325,Villa Carlos Paz,AR,2021-01-19 02:14:35,-31.4241,-64.4978,73.0,63,0,6.91
326,Ilhabela,BR,2021-01-19 02:14:35,-23.7781,-45.3581,77.13,84,100,1.41
327,Tarragona,ES,2021-01-19 02:14:35,41.129,1.249,48.0,93,40,5.75
328,Skovorodino,RU,2021-01-19 02:14:35,53.9833,123.9167,-25.04,75,24,0.65
329,Ugoofaaru,MV,2021-01-19 02:12:39,5.6667,73.0,81.82,72,0,14.05
330,Te Anau,NZ,2021-01-19 02:14:35,-45.4167,167.7167,46.9,86,100,9.6
331,Caravelas,BR,2021-01-19 02:14:35,-17.7125,-39.2481,75.31,83,0,6.46
332,Wewak,PG,2021-01-19 02:14:35,-3.5534,143.6268,85.96,65,58,4.81
333,Camalu,MX,2021-01-19 02:14:36,30.85,-116.0667,55.99,59,89,5.99
334,Mucurapo,TT,2021-01-19 02:14:36,10.6667,-61.5333,77.0,83,20,5.75
335,Chemainus,CA,2021-01-19 02:14:36,48.9163,-123.7194,42.8,81,75,2.3
336,Oranjestad,AW,2021-01-19 02:13:26,12.524,-70.027,78.8,83,40,13.8
337,Aksum,ET,2021-01-19 02:14:36,14.1245,38.7244,45.12,63,0,6.02
338,Moerai,PF,2021-01-19 02:14:36,-22.4333,-151.3333,80.87,72,100,11.12
339,Yining,CN,2021-01-19 02:14:36,29.0361,114.5636,49.1,46,0,1.12
340,Kavieng,PG,2021-01-19 02:14:36,-2.5744,150.7967,85.23,70,88,10.92
341,Lebanon,US,2021-01-19 02:14:36,36.2081,-86.2911,44.01,75,90,6.89
342,Xining,CN,2021-01-19 02:14:36,36.6167,101.7667,21.9,59,4,2.28
343,Oktyabrskiy,RU,2021-01-19 02:14:36,54.4815,53.471,0.39,92,100,5.84
344,Saldanha,ZA,2021-01-19 02:12:31,-33.0117,17.9442,62.6,88,0,8.05
345,Puerto Escondido,MX,2021-01-19 02:14:37,15.85,-97.0667,77.0,83,1,1.99
346,Sawtell,AU,2021-01-19 02:14:37,-30.3833,153.1,86.0,54,0,10.36
347,Henties Bay,NA,2021-01-19 02:14:37,-22.116,14.2845,64.99,88,2,2.04
348,Sabha,LY,2021-01-19 02:14:37,27.0377,14.4283,44.73,55,0,6.24
349,Maragogi,BR,2021-01-19 02:14:37,-9.0122,-35.2225,77.02,83,3,8.75
350,Eucaliptus,BO,2021-01-19 02:14:37,-17.5833,-67.5167,48.52,72,100,10.76
351,Talnakh,RU,2021-01-19 02:14:37,69.4865,88.3972,-20.13,86,50,4.56
352,Satka,RU,2021-01-19 02:14:37,55.0425,59.04,7.83,90,100,3.53
353,Shieli,KZ,2021-01-19 02:14:37,44.1667,66.75,32.95,90,87,8.93
354,Astoria,US,2021-01-19 02:14:38,46.1879,-123.8313,46.0,76,1,11.5
355,Ahipara,NZ,2021-01-19 02:12:38,-35.1667,173.1667,72.57,64,100,14.88
356,Kailua,US,2021-01-19 02:14:38,21.4022,-157.7394,71.6,88,90,23.02
357,Burnie,AU,2021-01-19 02:14:38,-41.0667,145.9167,62.58,35,39,7.61
358,Beringovskiy,RU,2021-01-19 02:14:38,63.05,179.3167,-19.19,86,95,12.12
359,Sarab,IR,2021-01-19 02:14:38,38.6066,44.9883,33.96,80,6,4.34
360,Mo I Rana,NO,2021-01-19 02:14:38,66.3128,14.1428,12.99,85,0,4.63
361,Vardo,NO,2021-01-19 02:14:38,70.3705,31.1107,29.19,96,92,27.04
362,Mana,GF,2021-01-19 02:14:38,5.6592,-53.7767,77.27,84,34,11.3
363,Patterson,US,2021-01-19 02:14:39,37.4716,-121.1297,64.4,22,1,13.8
364,Drummondville,CA,2021-01-19 02:14:24,45.8834,-72.4824,17.6,62,9,8.05
365,Mattru,SL,2021-01-19 02:14:39,7.6244,-11.8332,72.59,94,1,2.51
366,San Patricio,US,2021-01-19 02:12:42,28.017,-97.5169,68.0,88,75,19.57
367,Cayenne,GF,2021-01-19 02:14:39,4.9333,-52.3333,77.0,88,20,1.14
368,Oyama,JP,2021-01-19 02:14:39,36.3,139.8,46.0,24,20,20.71
369,Manggar,ID,2021-01-19 02:13:02,-2.8833,108.2667,82.04,70,100,12.3
370,Youghal,IE,2021-01-19 02:14:39,51.95,-7.8506,51.01,100,90,17.27
371,Murliganj,IN,2021-01-19 02:11:22,25.9,86.9833,57.31,66,0,5.7
372,Nyurba,RU,2021-01-19 02:14:40,63.2842,118.3319,-50.39,76,56,5.7
373,Sobolevo,RU,2021-01-19 02:14:40,54.4299,31.8996,-1.14,92,100,3.09
374,Berlevag,NO,2021-01-19 02:14:40,70.8578,29.0864,28.11,93,100,21.54
375,Port Blair,IN,2021-01-19 02:14:40,11.6667,92.75,81.1,70,35,16.93
376,Tessalit,ML,2021-01-19 02:14:40,20.1986,1.0114,61.47,28,46,14.47
377,Redlands,US,2021-01-19 02:10:45,34.0556,-117.1825,73.4,15,1,11.5
378,Vila,PT,2021-01-19 02:14:40,42.0304,-8.1588,36.0,92,0,1.01
379,Pareora,NZ,2021-01-19 02:14:40,-44.4871,171.2132,62.01,58,52,17.0
380,Agboville,CI,2021-01-19 02:14:40,5.928,-4.2132,74.89,90,14,2.35
381,Chernyshevskiy,RU,2021-01-19 02:12:10,63.0128,112.4714,-45.27,80,100,10.18
382,Mwinilunga,ZM,2021-01-19 02:14:41,-11.7358,24.4293,63.45,95,100,5.82
383,Pindiga,NG,2021-01-19 02:14:41,9.9833,10.9333,69.69,22,27,15.64
384,Ayagoz,KZ,2021-01-19 02:14:41,47.9714,80.4392,18.64,78,100,2.93
385,Price,US,2021-01-19 02:14:41,39.5994,-110.8107,30.2,55,1,11.5
386,Rypefjord,NO,2021-01-19 02:14:41,70.6333,23.6667,30.2,64,75,8.05
387,Oxilithos,GR,2021-01-19 02:14:41,38.5833,24.1167,37.0,79,87,7.31
388,Salalah,OM,2021-01-19 02:14:41,17.0151,54.0924,73.4,15,0,10.36
389,Kruisfontein,ZA,2021-01-19 02:14:41,-34.0033,24.7314,62.01,90,0,1.99
390,Luau,AO,2021-01-19 02:14:41,-10.7073,22.2247,64.58,98,100,4.9
391,Goderich,CA,2021-01-19 02:14:41,43.7501,-81.7165,30.2,86,100,6.91
392,Prince Rupert,CA,2021-01-19 02:14:42,54.3161,-130.3201,46.4,76,90,16.11
393,Sibolga,ID,2021-01-19 02:12:37,1.7427,98.7792,81.86,63,94,2.71
394,Sao Gabriel,BR,2021-01-19 02:13:02,-30.3364,-54.32,67.66,68,0,11.97
395,Koslan,RU,2021-01-19 02:14:42,63.4564,48.8989,-0.4,92,100,7.99
396,Sola,VU,2021-01-19 02:14:42,-13.8833,167.55,83.57,78,23,12.75
397,La Rioja,ES,2021-01-19 02:14:42,42.25,-2.5,32.0,93,90,6.78
398,Port Hardy,CA,2021-01-19 02:14:42,50.6996,-127.4199,42.8,100,90,3.44
399,Abrego,CO,2021-01-19 02:14:42,8.0807,-73.2205,62.74,84,34,7.14
400,Yate,GB,2021-01-19 02:14:42,51.5407,-2.4184,52.0,96,100,4.0
401,Chokurdakh,RU,2021-01-19 02:14:42,70.6333,147.9167,-33.66,84,0,3.36
402,Picota,PE,2021-01-19 02:14:42,-6.9197,-76.3304,86.0,58,20,6.91
403,Bahia Blanca,AR,2021-01-19 02:10:16,-38.7196,-62.2724,72.54,47,0,8.81
404,Kenai,US,2021-01-19 02:14:43,60.5544,-151.2583,37.0,80,90,16.11
405,San Vicente,AR,2021-01-19 02:14:43,-26.6167,-54.1333,62.51,87,0,3.44
406,Oxapampa,PE,2021-01-19 02:14:43,-10.5775,-75.4017,58.93,89,100,2.04
407,Jalu,LY,2021-01-19 02:14:43,29.0331,21.5482,49.05,52,0,9.62
408,Sagu,RO,2021-01-19 02:14:43,46.05,21.2833,27.0,93,90,8.05
409,Hambantota,LK,2021-01-19 02:14:43,6.1241,81.1185,71.6,100,75,4.61
410,Adre,TD,2021-01-19 02:14:43,13.4667,22.2,61.05,31,1,19.86
411,Mutsu,JP,2021-01-19 02:14:44,41.2894,141.2169,24.8,86,75,6.91
412,Kashi,CN,2021-01-19 02:12:00,39.4547,75.9797,19.4,73,20,4.47
413,Sorland,NO,2021-01-19 02:14:44,67.667,12.6934,35.92,83,0,18.63
414,Coxim,BR,2021-01-19 02:14:44,-18.5067,-54.76,72.68,94,100,3.29
415,Cabo San Lucas,MX,2021-01-19 02:09:50,22.8909,-109.9124,71.6,33,90,3.44
416,Naliya,IN,2021-01-19 02:14:44,23.2667,68.8333,60.82,56,0,12.24
417,Mayor Pablo Lagerenza,PY,2021-01-19 02:14:44,-19.9309,-60.7718,68.25,64,99,1.81
418,Alyangula,AU,2021-01-19 02:14:44,-13.8483,136.4192,86.0,79,40,8.05
419,Birin,NP,2021-01-19 02:14:44,26.8865,88.0718,48.72,73,8,2.13
420,Srednekolymsk,RU,2021-01-19 02:14:45,67.45,153.6833,-42.36,80,44,3.65
421,Darnah,LY,2021-01-19 02:14:45,32.767,22.6367,54.63,68,2,17.13
422,Vila Real De Santo Antonio,PT,2021-01-19 02:14:45,37.195,-7.4177,48.2,93,20,6.91
423,Boca Do Acre,BR,2021-01-19 02:14:45,-8.7522,-67.3978,71.62,97,100,4.68
424,Steamboat Springs,US,2021-01-19 02:14:45,40.485,-106.8317,21.2,58,1,3.44
425,Morlaix,FR,2021-01-19 02:14:45,48.5833,-4.0,50.0,100,90,20.71
426,Traverse City,US,2021-01-19 02:14:45,44.7631,-85.6206,28.4,80,90,5.75
427,Mbekenyera,TZ,2021-01-19 02:14:45,-10.0,38.9833,72.82,96,100,3.6
428,Yaan,NG,2021-01-19 02:14:45,7.3833,8.5667,73.76,48,25,5.41
429,San Jeronimo,PE,2021-01-19 02:14:46,-11.9472,-75.2829,50.29,72,100,1.05
430,Verkhoyansk,RU,2021-01-19 02:14:46,67.5447,133.385,-37.26,79,100,1.34
431,Eyl,SO,2021-01-19 02:14:46,7.9803,49.8164,72.48,52,83,14.29
432,Sitka,US,2021-01-19 02:12:03,57.0531,-135.33,46.4,81,90,26.46
433,Paracuru,BR,2021-01-19 02:14:46,-3.41,-39.0306,81.0,74,93,17.0
434,Bonoua,CI,2021-01-19 02:14:46,5.2741,-3.595,78.8,94,20,3.44
435,Rio Rancho,US,2021-01-19 02:13:03,35.2334,-106.6645,46.0,39,1,12.66
436,Mazyr,BY,2021-01-19 02:14:46,52.0495,29.2456,-4.47,92,65,5.26
437,Fairbanks,US,2021-01-19 02:11:13,64.8378,-147.7164,39.2,41,1,11.5
438,Toowoomba,AU,2021-01-19 02:14:46,-27.55,151.9667,78.01,61,40,10.36
439,Esso,RU,2021-01-19 02:14:47,55.9333,158.7,15.04,91,100,5.55
440,Alto Araguaia,BR,2021-01-19 02:14:47,-17.3147,-53.2153,70.29,94,100,2.82
441,Malanville,BJ,2021-01-19 02:14:47,11.8685,3.3899,69.55,23,1,8.43
442,Carbonear,CA,2021-01-19 02:14:47,47.7332,-53.2148,37.99,93,90,8.05
443,Hamilton,US,2021-01-19 02:13:08,39.1834,-84.5333,34.0,80,20,5.75
444,Morant Bay,JM,2021-01-19 02:14:47,17.8815,-76.4093,80.6,54,20,8.05
445,Muskegon,US,2021-01-19 02:14:47,43.3,-86.1334,32.0,64,90,9.22
446,Alaca,TR,2021-01-19 02:11:24,40.1683,34.8425,20.86,84,0,1.79
447,Urengoy,RU,2021-01-19 02:14:47,65.9667,78.3667,-21.53,87,91,5.01
448,Fare,PF,2021-01-19 02:14:47,-16.7,-151.0167,80.91,75,0,14.88
449,Iracoubo,GF,2021-01-19 02:14:48,5.4802,-53.2011,78.06,81,84,14.0
450,Ucluelet,CA,2021-01-19 02:11:02,48.9329,-125.5528,42.8,93,75,2.26
451,Mnogovershinnyy,RU,2021-01-19 02:14:48,53.9353,139.9242,-20.27,82,2,9.28
452,Ishimbay,RU,2021-01-19 02:14:48,53.4545,56.0415,8.53,95,100,3.42
453,Kuzino,RU,2021-01-19 02:14:48,57.0224,59.4412,-7.6,88,97,1.1
454,Parakou,BJ,2021-01-19 02:14:48,9.3372,2.6303,69.69,23,72,3.27
455,Gornyak,RU,2021-01-19 02:14:48,50.9942,81.4661,7.34,95,100,2.98
456,La Peca,PE,2021-01-19 02:14:48,-5.6111,-78.435,69.75,73,88,4.23
457,Axim,GH,2021-01-19 02:13:06,4.8699,-2.2405,78.37,88,0,5.7
458,Berzasca,RO,2021-01-19 02:14:48,44.6476,21.9526,19.99,5,100,4.72
459,Muisne,EC,2021-01-19 02:14:49,0.6,-80.0333,75.85,84,85,1.12
460,Sabzevar,IR,2021-01-19 02:14:49,36.2126,57.6819,40.42,69,0,1.52
461,Benghazi,LY,2021-01-19 02:14:49,32.1167,20.0667,56.57,73,5,11.56
462,Portland,US,2021-01-19 02:12:22,45.5234,-122.6762,46.4,71,20,9.22
463,Cutervo,PE,2021-01-19 02:14:49,-6.379,-78.8157,51.42,100,100,1.52
464,Qaqortoq,GL,2021-01-19 02:14:49,60.7167,-46.0333,17.6,57,99,4.61
465,Bela Vista,BR,2021-01-19 02:14:49,-22.1089,-56.5211,71.94,92,100,1.63
466,Ola,RU,2021-01-19 02:12:34,59.5833,151.2833,-6.61,80,100,16.71
467,Sampit,ID,2021-01-19 02:14:49,-2.5333,112.95,84.2,65,100,3.53
468,Aykhal,RU,2021-01-19 02:14:49,66.0,111.5,-53.64,66,41,4.14
469,Tromso,NO,2021-01-19 02:14:50,69.6496,18.957,23.0,93,0,3.44
470,Yulara,AU,2021-01-19 02:14:50,-25.2406,130.9889,87.8,16,0,18.41
471,Safaga,EG,2021-01-19 02:13:18,26.7292,33.9365,53.6,35,0,11.5
472,Booue,GA,2021-01-19 02:12:34,-0.0921,11.9385,72.72,93,100,1.99
473,Camacha,PT,2021-01-19 02:14:50,33.0833,-16.3333,55.4,82,0,6.49
474,Mundo Nuevo,MX,2021-01-19 02:14:50,18.7,-95.5,70.97,82,97,9.46
475,Bilibino,RU,2021-01-19 02:14:50,68.0546,166.4372,-32.82,77,1,1.77
476,East Millcreek,US,2021-01-19 02:14:50,40.7,-111.8105,33.8,93,90,4.61
477,Batagay-Alyta,RU,2021-01-19 02:12:48,67.8006,130.4114,-31.72,82,100,2.01
478,Alexandria,EG,2021-01-19 02:14:51,31.2156,29.9553,55.4,71,40,16.11
479,Gallipoli,TR,2021-01-19 02:14:51,40.4103,26.6708,23.0,86,0,8.05
480,Meulaboh,ID,2021-01-19 02:14:51,4.1363,96.1285,81.57,74,62,2.89
481,Ketchikan,US,2021-01-19 02:14:51,55.3422,-131.6461,44.6,93,90,24.16
482,Parnarama,BR,2021-01-19 02:14:51,-5.6817,-43.0933,73.67,91,100,2.93
483,Durban,ZA,2021-01-19 02:10:34,-29.8579,31.0292,69.8,94,75,3.44
484,Dunedin,NZ,2021-01-19 02:14:51,-45.8742,170.5036,60.01,75,100,1.99
485,Sao Joao Da Barra,BR,2021-01-19 02:14:51,-21.6403,-41.0511,76.17,86,0,16.75
486,Sabang,ID,2021-01-19 02:14:51,5.8933,95.3214,81.12,77,77,16.46
487,Poltar,SK,2021-01-19 02:14:52,48.4309,19.7941,14.0,47,93,0.16
488,Benguela,AO,2021-01-19 02:14:52,-12.5763,13.4055,73.67,80,100,2.33
489,Plettenberg Bay,ZA,2021-01-19 02:14:52,-34.0527,23.3716,66.56,85,0,9.28
490,Marystown,CA,2021-01-19 02:14:52,47.1666,-55.1483,37.58,88,100,13.2
491,Sapele,NG,2021-01-19 02:14:52,5.8941,5.6767,77.32,89,19,2.68
492,Usinsk,RU,2021-01-19 02:14:52,65.9939,57.5281,-22.2,86,99,11.45
493,Urdoma,RU,2021-01-19 02:14:52,61.7533,48.5442,-4.94,92,98,5.59
494,Noumea,NC,2021-01-19 02:14:52,-22.2763,166.4572,87.8,70,20,9.22
495,Necochea,AR,2021-01-19 02:14:52,-38.5473,-58.7368,61.0,86,0,7.9
496,Paveh,IR,2021-01-19 02:14:52,35.0434,46.3565,32.79,93,0,3.56
497,Sieradz,PL,2021-01-19 02:14:53,51.5958,18.7302,21.99,91,97,5.01
498,Kiunga,PG,2021-01-19 02:14:53,-6.1219,141.2906,82.87,75,99,2.62
499,Winslow,US,2021-01-19 02:14:53,35.0242,-110.6974,42.8,17,1,4.92
500,Half Moon Bay,US,2021-01-19 02:14:53,37.4636,-122.4286,68.0,19,1,10.36
501,Koulikoro,ML,2021-01-19 02:14:53,14.0,-7.75,63.16,26,0,9.33
502,San Juan,AR,2021-01-19 02:14:53,-31.5375,-68.5364,82.47,24,88,5.01
503,Jasper,US,2021-01-19 02:11:15,37.2001,-94.3502,46.99,53,1,5.75
504,Richards Bay,ZA,2021-01-19 02:12:37,-28.783,32.0377,69.49,86,63,3.18
505,East Hemet,US,2021-01-19 02:14:53,33.74,-116.9389,64.0,28,0,7.14
506,Tacuati,PY,2021-01-19 02:14:53,-23.45,-56.5833,70.27,76,44,3.11
507,Hami,CN,2021-01-19 02:14:53,42.8,93.45,15.69,75,0,2.84
508,Revnice,CZ,2021-01-19 02:14:54,49.914,14.2359,37.0,99,100,1.99
509,Qandala,SO,2021-01-19 02:14:54,11.472,49.8728,73.2,43,100,3.4
510,Morondava,MG,2021-01-19 02:14:54,-20.2833,44.2833,79.0,85,98,5.5
511,Bontang,ID,2021-01-19 02:14:54,0.1333,117.5,82.06,79,100,8.84
512,Akureyri,IS,2021-01-19 02:14:54,65.6835,-18.0878,30.2,93,90,21.85
513,Grindavik,IS,2021-01-19 02:14:54,63.8424,-22.4338,32.0,80,75,26.46
514,Jardim,BR,2021-01-19 02:10:15,-21.4803,-56.1381,69.42,92,100,2.93
515,Del Rio,US,2021-01-19 02:14:54,29.3627,-100.8968,66.2,42,1,8.05
516,Vao,NC,2021-01-19 02:14:54,-22.6667,167.4833,77.97,89,98,11.88
517,Mildura,AU,2021-01-19 02:14:54,-34.2,142.15,75.99,35,0,11.5
518,Madang,PG,2021-01-19 02:14:55,-5.2246,145.7966,87.66,63,24,4.47
519,Sangmelima,CM,2021-01-19 02:14:55,2.9333,11.9833,71.51,87,92,5.73
520,Moissala,TD,2021-01-19 02:14:55,8.3404,17.7663,68.81,23,26,3.96
521,Adelanto,US,2021-01-19 02:14:55,34.5828,-117.4092,59.0,27,0,1.01
522,Peniche,PT,2021-01-19 02:14:55,39.3558,-9.3811,46.99,61,0,7.0
523,Rawson,AR,2021-01-19 02:14:55,-43.3002,-65.1023,66.85,59,0,10.51
524,Salinas,US,2021-01-19 02:13:03,36.6777,-121.6555,64.4,36,1,4.61
525,Chipata,ZM,2021-01-19 02:14:55,-13.6333,32.65,67.66,92,100,2.44
526,Kununurra,AU,2021-01-19 02:14:55,-15.7667,128.7333,91.4,49,90,9.22
527,Tautira,PF,2021-01-19 02:14:55,-17.7333,-149.15,87.8,51,20,5.75
528,Urucara,BR,2021-01-19 02:14:55,-2.5364,-57.76,75.38,95,100,1.52
529,Roald,NO,2021-01-19 02:14:56,62.5833,6.1333,39.2,65,61,11.5
530,Victor Harbor,AU,2021-01-19 02:14:56,-35.5667,138.6167,73.0,56,43,7.0
531,Achinsk,RU,2021-01-19 02:14:56,56.2694,90.4993,-2.06,90,99,11.68
532,Minab,IR,2021-01-19 02:14:56,27.1467,57.0801,57.2,88,2,4.61
533,Kimberley,ZA,2021-01-19 02:14:56,-28.7323,24.7623,64.4,88,1,6.91
534,Piranshahr,IR,2021-01-19 02:14:56,36.701,45.1413,30.69,92,44,9.93
535,At-Bashi,KG,2021-01-19 02:14:56,41.1702,75.8106,18.1,73,100,0.89
536,Imbituba,BR,2021-01-19 02:14:56,-28.24,-48.6703,73.4,68,0,11.5
537,Anloga,GH,2021-01-19 02:14:56,5.7947,0.8973,80.6,89,20,5.75
538,Aktash,RU,2021-01-19 02:14:57,50.3,87.7333,11.5,94,99,5.23
539,Dakar,SN,2021-01-19 02:14:57,14.6937,-17.4441,64.4,88,0,11.5
540,Chumphon,TH,2021-01-19 02:14:57,10.3333,98.8333,77.0,73,20,12.66
541,La Ronge,CA,2021-01-19 02:14:57,55.1001,-105.2842,10.4,85,100,2.3
542,Chipoka,MW,2021-01-19 02:14:57,-13.9933,34.5157,75.34,83,100,4.21
543,Carutapera,BR,2021-01-19 02:14:57,-1.195,-46.02,76.64,88,100,4.9
544,Jeremoabo,BR,2021-01-19 02:14:57,-10.075,-38.4808,69.19,92,23,8.37
545,Fougamou,GA,2021-01-19 02:14:57,-1.2154,10.5838,74.01,94,100,2.35
546,Smoky Lake,CA,2021-01-19 02:14:57,54.1169,-112.4686,33.8,64,0,9.22
547,Itarema,BR,2021-01-19 02:14:58,-2.9248,-39.9167,79.34,79,100,11.21
